,Date,Heures,Consommation,Fioul,Charbon,Gaz,nucleaire,Eolien,Solaire,Hydraulique,Pompage,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Autres,Gaz - TAC,Gaz - CCG,Gaz - Autres,Hydraulique - Lacs,Hydraulique - STEP turbinage, Stockage batterie,Eolien terrestre,Eolien offshore
France,2022-02-13,18:00,57935,111,684,3772,41509,14674,112,3789,-2802,-5228,43,-2014,-1018,-3267,-3163,7058,0,21,116,823,1571,610,8,0,0,0
France,2022-02-13,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,18:30,61678,113,668,3757,41794,14729,4,4022,-2345,-2367,43,-2014,-1018,-3267,-3163,7264,0,21,118,781,1575,700,8,0,0,0
France,2022-02-13,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,19:00,64523,112,804,3746,42426,14718,3,5292,-1392,-2489,43,-2014,-2160,-3373,-3200,6902,0,21,121,806,1536,1198,715,0,0,0
France,2022-02-13,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,19:30,65197,113,925,4059,42483,15013,3,6201,-977,-3926,45,-2014,-2160,-3373,-3200,6902,0,21,122,1089,1564,1522,874,0,0,0
France,2022-02-13,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,20:00,64674,112,796,3959,42428,15063,2,6064,-579,-4483,42,-2014,-2821,-3373,-3200,6718,0,21,122,984,1574,1509,734,0,0,0
France,2022-02-13,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,20:30,63325,112,655,3998,42492,15087,2,5273,-682,-4914,41,-2014,-2821,-3373,-3200,6718,0,21,122,1043,1570,788,809,0,0,0
France,2022-02-13,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,21:00,62118,113,653,3987,42367,15100,2,4797,-1542,-4661,42,-2014,-2821,-3235,-3200,6819,0,21,121,1032,1570,471,608,0,0,0
France,2022-02-13,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,21:30,61057,112,672,3839,42347,15066,1,4248,-1990,-4536,42,-2014,-2821,-3235,-3200,6819,0,21,121,877,1576,200,484,0,0,0
France,2022-02-13,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,22:00,59726,112,630,3667,41838,15022,1,4178,-2386,-4633,41,-2014,-2821,-3235,-3200,6969,0,21,123,707,1576,175,328,0,0,0
France,2022-02-13,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,22:30,59675,112,629,3672,41775,14944,1,4022,-1411,-5367,41,-2014,-2821,-3235,-3200,6969,0,21,123,712,1578,173,226,0,0,0
France,2022-02-13,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,23:00,61346,115,654,3763,41279,14838,1,4118,-762,-3947,42,-2014,-2821,-3035,-3200,7344,0,21,123,803,1573,260,280,0,0,0
France,2022-02-13,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,23:30,60500,110,647,3721,41277,14591,1,4003,-876,-4266,42,-2014,-2821,-3035,-3200,7344,0,21,123,762,1575,251,257,0,0,0
France,2022-02-13,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,00:00,60275,110,639,3746,41155,14484,1,3801,-1352,-3604,42,-1851,-2250,-2994,-3200,5508,0,21,122,792,1574,284,195,0,0,0
France,2022-02-14,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,00:30,59083,109,674,4050,40502,14380,1,4006,-1239,-4700,44,-1851,-2250,-2994,-3200,5508,0,21,124,1108,1572,407,221,0,0,0
France,2022-02-14,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,01:00,56963,110,653,3958,39547,14247,1,3742,-2161,-4439,45,-1738,-1425,-2995,-3200,5721,0,21,124,1014,1575,373,8,0,0,0
France,2022-02-14,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,01:30,56949,108,695,3909,39267,14110,1,3726,-2622,-3532,46,-1738,-1425,-2995,-3200,5721,0,21,123,957,1577,659,8,0,0,0
France,2022-02-14,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,02:00,56531,110,649,3740,39019,14015,1,3470,-2672,-3099,45,-1421,-938,-2993,-3199,5909,0,21,123,797,1571,473,8,0,0,0
France,2022-02-14,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,02:30,56232,109,649,3709,39606,13805,1,2970,-3038,-2863,45,-1421,-938,-2993,-3199,5909,0,21,123,762,1575,104,8,0,0,0
France,2022-02-14,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,03:00,54668,109,657,3756,38206,13613,1,2911,-2958,-2921,47,-1451,-1733,-2995,-3200,5148,0,21,124,813,1571,90,8,0,0,0
France,2022-02-14,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,03:30,53857,108,701,3950,38826,13334,1,2805,-2932,-4239,49,-1451,-1733,-2995,-3200,5148,0,21,124,996,1578,90,8,0,0,0
France,2022-02-14,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,04:00,53045,109,679,3982,38535,13011,1,2753,-3165,-4161,49,-1351,-1520,-2995,-3200,5034,0,21,125,1036,1571,91,8,0,0,0
France,2022-02-14,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,04:30,52976,110,663,3902,38351,12680,1,2732,-3364,-3394,49,-1351,-1520,-2995,-3200,5034,0,21,125,957,1570,85,8,0,0,0
France,2022-02-14,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,05:00,53441,108,695,4143,38919,12287,1,2798,-3514,-3284,51,-1322,-1054,-2995,-3200,5909,0,21,126,1194,1571,130,8,0,0,0
France,2022-02-14,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,05:30,55562,108,770,4075,40737,11900,1,2828,-3033,-3113,50,-1322,-1054,-2995,-3200,5909,0,21,125,1131,1570,140,8,0,0,0
France,2022-02-14,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,06:00,57179,110,868,4075,41508,11540,1,2923,-2780,-2348,51,-649,-841,-2995,-3200,5345,0,21,125,1142,1557,184,8,0,0,0
France,2022-02-14,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,06:30,60526,110,966,4629,41911,11414,1,3471,-798,-2456,53,-649,-841,-2995,-3200,5344,0,21,124,1676,1558,395,103,0,0,0
France,2022-02-14,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,07:00,63009,109,921,5223,42242,11214,1,4662,-75,-2560,53,-543,-919,-3144,-3200,6034,0,21,124,2243,1565,910,611,0,0,0
France,2022-02-14,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,07:30,65994,109,881,5989,43061,11458,1,5210,-65,-1916,55,-543,-919,-3144,-3200,6034,0,21,126,2822,1677,1158,581,0,0,0
France,2022-02-14,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,08:00,67377,111,887,6515,43906,11516,2,5556,-65,-2195,57,-1120,-592,-2935,-3118,6332,0,21,125,3251,1774,1135,919,0,0,0
France,2022-02-14,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,08:30,68699,112,893,6805,44134,11264,62,6151,-10,-1916,58,-1120,-592,-2935,-3118,6332,0,21,128,3473,1832,1404,844,0,0,0
France,2022-02-14,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,09:00,69655,110,972,6863,44208,10664,346,6852,-9,-1546,58,-829,237,-3150,-3200,5390,0,21,127,3533,1830,1650,855,0,0,0
France,2022-02-14,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,09:30,70229,111,1115,7023,44230,9960,880,6903,-422,-790,61,-829,237,-3150,-3200,5390,0,21,122,3682,1840,1556,780,0,0,0
France,2022-02-14,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,10:00,70320,108,1215,6988,44207,9718,1484,6783,-422,-974,62,-656,475,-3146,-3200,4963,0,18,121,3670,1824,1461,648,0,0,0
France,2022-02-14,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,10:30,70261,108,1235,6666,44267,9900,1959,6229,-10,-1325,60,-656,475,-3146,-3200,4963,0,18,122,3399,1777,1257,392,0,0,0
France,2022-02-14,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,11:00,70206,109,1295,6711,44252,9804,2258,5998,-10,-1424,61,-657,1456,-3150,-3200,4908,0,21,121,3487,1730,1097,372,0,0,0
France,2022-02-14,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,11:30,70484,109,1479,6748,44233,9436,2541,5358,-10,-641,65,-657,1456,-3150,-3200,4908,0,20,121,3496,1764,796,214,0,0,0
France,2022-02-14,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,12:00,71021,108,1549,7063,44256,9043,2679,5411,-10,-305,67,-1015,2000,-3150,-3200,4719,0,20,124,3777,1800,798,251,0,0,0
France,2022-02-14,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,12:30,71129,109,1518,6864,44197,9271,2663,6302,-10,-1014,65,-1015,2000,-3150,-3200,4719,0,21,123,3574,1799,978,904,0,0,0
France,2022-02-14,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,13:00,71166,108,1543,6898,44229,9268,2734,6368,-10,-1213,65,-1780,2000,-3150,-3200,5212,0,21,124,3598,1803,988,918,0,0,0
France,2022-02-14,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,13:30,70160,107,1651,6882,44256,9029,2976,5244,-10,-1217,68,-1780,2000,-3150,-3200,5212,0,20,125,3583,1798,585,507,0,0,0
France,2022-02-14,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,14:00,69376,109,1541,6859,44214,8717,3073,5045,-10,-1400,66,-1989,2000,-3150,-3200,6056,0,21,125,3581,1782,792,272,0,0,0
France,2022-02-14,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,14:30,68242,109,1478,6616,43746,8241,2901,4890,-549,-438,66,-1989,2000,-3150,-3200,5996,0,21,124,3376,1766,549,378,0,0,0
France,2022-02-14,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,15:00,66939,105,1389,6737,43646,7667,2592,4563,-548,-449,67,-1662,2636,-3150,-3200,4792,0,21,123,3515,1739,427,242,0,0,0
France,2022-02-14,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,15:30,66204,111,1431,6589,43724,7203,2479,5535,-1151,-969,67,-1662,2636,-3150,-3200,4766,0,21,126,3379,1728,1236,390,0,0,0
France,2022-02-14,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,16:00,65559,111,1613,6466,43600,6738,2165,5578,-1148,-802,70,-1226,2636,-3150,-3200,4134,0,21,124,3249,1737,1272,351,0,0,0
France,2022-02-14,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,16:30,65169,109,1649,6781,43655,6464,1696,4959,-543,-848,72,-1226,2636,-3150,-3200,3863,0,21,124,3557,1740,491,450,0,0,0
France,2022-02-14,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,17:00,64849,111,1692,7140,43706,6133,1095,5385,-541,-1122,75,-795,2345,-3150,-3045,2832,0,21,124,3855,1803,578,604,0,0,0
France,2022-02-14,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,17:30,64933,109,1632,7135,43782,6160,601,6399,-205,-1932,73,-795,2345,-3150,-3045,2379,0,21,125,3805,1839,1304,530,0,0,0
France,2022-02-14,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,18:00,66387,109,1699,7506,43813,6323,164,7733,-10,-2199,74,-1659,2200,-2921,-3118,4664,0,21,127,4157,1801,1610,1305,0,0,0
France,2022-02-14,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,18:30,69766,109,1655,7490,43792,6598,7,9654,-33,-748,72,-1659,2200,-2921,-3118,4924,0,21,127,4092,1844,2188,2062,0,0,0
France,2022-02-14,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,19:00,72904,110,1721,7563,44370,6856,2,11465,-56,-381,70,-1782,286,-2949,-1426,4933,0,21,127,4209,1808,3488,2276,0,0,0
France,2022-02-14,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,19:30,72916,109,1706,7294,44474,6931,1,12150,-61,-938,68,-1782,286,-2949,-1502,4933,0,21,127,3886,1858,3960,2418,0,0,0
France,2022-02-14,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,20:00,71287,109,1583,7129,44489,6754,1,11874,-64,-1845,67,-1914,-1663,-1470,-2747,4766,0,21,127,3724,1853,3787,2277,0,0,0
France,2022-02-14,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,20:30,68986,110,1668,7073,44499,6563,1,11250,-63,-3371,68,-1914,-1663,-1470,-2747,4766,0,21,124,3691,1842,3423,2049,0,0,0
France,2022-02-14,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,21:00,66894,113,1398,7010,44481,6178,1,10054,-9,-3578,66,-1464,-2250,-1419,-2921,4226,0,21,124,3688,1780,2755,1599,0,0,0
France,2022-02-14,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,21:30,65366,111,1267,7042,44426,6093,1,9285,-9,-4109,65,-1464,-2250,-1419,-2921,4226,0,21,124,3691,1809,2269,1587,0,0,0
France,2022-02-14,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,22:00,63751,113,1158,6725,44226,6107,1,7520,-10,-3341,64,-1283,-2250,87,-3200,4642,0,21,124,3416,1767,1675,625,0,0,0
France,2022-02-14,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,22:30,63956,113,1220,6769,44309,6153,1,6844,-10,-2719,65,-1283,-2250,87,-3200,4747,0,21,124,3450,1774,1411,569,0,0,0
France,2022-02-14,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,23:00,65885,112,1498,6720,44291,6179,1,7218,-10,-1384,69,-1418,-675,586,-3200,3621,0,21,124,3404,1771,1558,812,0,0,0
France,2022-02-14,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-14,23:30,64741,111,1537,6446,44209,6514,1,6696,-10,-2025,68,-1418,-675,586,-3200,3621,0,21,125,3118,1782,1284,599,0,0,0
France,2022-02-14,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,00:00,64329,113,1571,5667,44087,6707,1,6418,-10,-1480,66,-1508,-293,-525,-2468,2094,0,21,125,2376,1773,1213,424,0,0,0
France,2022-02-15,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,00:30,62971,113,1764,5352,44240,6818,1,7228,-10,-3805,66,-1508,-293,-525,-2476,2094,0,21,124,2123,1728,1391,959,0,0,0
France,2022-02-15,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,01:00,60720,110,1477,4418,44115,6605,1,6027,-10,-3288,58,-1711,546,-590,-2988,2154,0,21,124,1367,1553,1113,418,0,0,0
France,2022-02-15,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,01:30,60561,111,1238,4614,43640,6734,1,6130,-10,-3160,56,-1711,546,-590,-2988,2154,0,21,124,1547,1565,1208,514,0,0,0
France,2022-02-15,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,02:00,60359,111,1218,4585,43694,6577,1,5946,-19,-3013,56,-1049,1368,-2370,-3200,2737,0,21,124,1499,1586,1170,458,0,0,0
France,2022-02-15,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,02:30,59981,111,1243,4675,43650,6421,1,5358,-203,-2547,58,-1049,1368,-2370,-3200,2737,0,21,125,1578,1592,679,409,0,0,0
France,2022-02-15,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,03:00,58513,111,1236,4646,43408,6373,1,5239,-741,-3027,58,-632,1112,-3298,-3200,2941,0,21,125,1548,1597,650,380,0,0,0
France,2022-02-15,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,03:30,57683,112,1244,4664,43473,6538,1,4877,-1123,-3372,59,-632,1112,-3298,-3200,2941,0,21,125,1563,1597,394,376,0,0,0
France,2022-02-15,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,04:00,56977,112,1230,4632,43373,6689,1,4738,-1785,-3277,59,921,-803,-3298,-3200,3781,0,21,125,1531,1599,371,272,0,0,0
France,2022-02-15,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,04:30,57061,112,1209,4351,43387,6933,1,4519,-1782,-2941,58,921,-803,-3298,-3200,3781,0,21,125,1252,1598,233,198,0,0,0
France,2022-02-15,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,05:00,57391,109,1244,4468,43625,6764,1,4676,-1777,-2993,59,1602,-1458,-3298,-3200,5058,0,21,125,1370,1593,248,378,0,0,0
France,2022-02-15,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,05:30,59507,112,1228,4706,43582,6722,1,4930,-1508,-1538,59,1602,-1458,-3298,-3200,5048,0,21,125,1609,1594,491,329,0,0,0
France,2022-02-15,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,06:00,61223,110,1233,4872,43728,6597,1,5256,-550,-1289,59,1785,-1046,-3298,-3120,4562,0,21,125,1763,1588,610,390,0,0,0
France,2022-02-15,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,06:30,64690,109,1426,6091,43799,6494,1,7045,-420,-1105,65,1785,-1046,-3298,-3200,4159,0,21,125,3024,1512,1288,1045,0,0,0
France,2022-02-15,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,07:00,67201,110,1711,7004,44269,6340,1,8513,-258,-1709,71,2014,-1110,-2430,-2106,2112,0,21,125,3858,1594,1913,1472,0,0,0
France,2022-02-15,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,07:30,69898,112,1711,7787,44288,6518,1,9696,-65,-1285,73,2014,-1110,-2430,-2136,1726,0,21,125,4536,1692,2649,1432,0,0,0
France,2022-02-15,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,08:00,71534,111,1684,8107,44433,6669,24,11427,-65,-1967,72,1720,-1170,-2713,-1967,1962,0,21,124,4780,1764,3167,2784,0,0,0
France,2022-02-15,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,08:30,72209,111,1635,8295,44413,6752,355,11719,-65,-2119,72,1720,-1170,-2713,-1967,1962,0,21,328,4766,1764,3285,2828,0,0,0
France,2022-02-15,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,09:00,72887,107,1617,8329,44581,6809,1055,11690,-9,-2400,71,1302,-1196,-2754,-1452,403,0,18,327,4768,1796,3354,2761,0,0,0
France,2022-02-15,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,09:30,72973,108,1636,8312,44593,6690,1887,12508,-9,-3871,70,1302,-1196,-2754,-1452,882,0,18,329,4753,1797,4012,2891,0,0,0
France,2022-02-15,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,10:00,72802,107,1631,8197,44579,6211,2612,11389,-10,-3033,70,428,-1773,-2789,-2379,3399,0,18,329,4665,1780,3288,2230,0,0,0
France,2022-02-15,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,10:30,72299,107,1566,8283,44540,6308,3251,10225,-10,-3076,70,428,-1773,-2789,-2379,3650,0,18,329,4756,1781,2690,1691,0,0,0
France,2022-02-15,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,11:00,71827,109,1420,8167,44488,6522,3777,8765,-10,-2529,68,-171,471,-3017,-3200,5768,0,18,327,4646,1777,2241,848,0,0,0
France,2022-02-15,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,11:30,71965,115,1480,6291,44462,7021,4183,8113,-10,-806,61,-171,471,-3017,-3200,5915,0,24,327,2834,1711,1657,827,0,0,0
France,2022-02-15,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,12:00,72271,107,1462,5354,44433,7837,4414,7765,-10,-212,56,-246,1464,-3112,-3200,5450,0,18,328,2060,1552,1541,646,0,0,0
France,2022-02-15,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,12:30,72110,110,1483,4731,44359,8839,4624,7183,-10,-336,53,-246,1464,-3112,-3200,5449,0,21,229,1536,1549,1268,509,0,0,0
France,2022-02-15,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,13:00,72033,112,1458,4482,44319,9837,4812,6394,-10,-493,52,-798,303,-3112,-3200,4889,0,21,224,1310,1523,825,383,0,0,0
France,2022-02-15,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,13:30,70872,111,1506,4575,44278,10415,4629,6437,-10,-2187,52,-798,303,-3112,-3200,5088,0,21,225,1431,1506,669,901,0,0,0
France,2022-02-15,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,14:00,70295,112,1321,4520,44310,10753,4390,6034,-375,-1889,50,-1025,1148,-3112,-3200,4459,0,21,230,1364,1516,583,791,0,0,0
France,2022-02-15,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,14:30,69161,111,1320,4574,44347,11147,3903,5723,-1017,-2071,51,-1025,1148,-3112,-3200,4385,0,18,230,1449,1486,821,359,0,0,0
France,2022-02-15,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,15:00,68158,110,1271,4429,44264,11531,3516,5524,-1263,-2367,50,-1235,1801,-3018,-3200,2648,0,18,229,1279,1511,884,193,0,0,0
France,2022-02-15,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,15:30,67497,108,1443,4620,44216,11659,3061,5896,-1339,-3313,53,-1235,1801,-3018,-3200,2247,0,18,231,1448,1531,1310,200,0,0,0
France,2022-02-15,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,16:00,67059,111,1524,4687,44217,11783,2564,5772,-1337,-3404,55,-933,1048,-3045,-3200,1994,0,21,230,1493,1549,1156,217,0,0,0
France,2022-02-15,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,16:30,66696,111,1608,4725,44322,11949,1749,6067,-1066,-3921,56,-933,1048,-3045,-3200,1670,0,21,121,1634,1551,1065,486,0,0,0
France,2022-02-15,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,17:00,66457,114,1603,4814,44332,12168,1001,6276,-652,-4347,57,-811,1233,-3045,-3200,1012,0,21,121,1719,1558,1065,502,0,0,0
France,2022-02-15,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,17:30,67043,112,1440,4884,44344,12461,452,7272,-10,-5072,54,-811,1233,-3045,-3200,826,0,21,122,1797,1540,1351,591,0,0,0
France,2022-02-15,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,18:00,68564,111,1497,5390,44387,12723,87,8277,-10,-5067,56,-1586,-1315,-2912,-3200,4983,0,21,122,2278,1568,1720,1045,0,0,0
France,2022-02-15,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,18:30,71650,114,1454,6225,44308,12902,4,9538,-10,-4050,58,-1586,-1315,-2912,-3200,5234,0,21,123,3156,1537,2436,1307,0,0,0
France,2022-02-15,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,19:00,74270,116,1551,6708,44340,13264,3,11077,-10,-3954,59,-1913,-2027,-2841,-2399,4323,0,21,123,3652,1524,2761,2441,0,0,0
France,2022-02-15,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,19:30,74151,114,1577,6802,44413,13517,2,11900,-37,-5302,59,-1913,-2027,-2841,-2399,4323,0,21,123,3745,1524,3322,2480,0,0,0
France,2022-02-15,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,20:00,72510,114,1522,6661,44415,13976,2,10780,-65,-6052,58,-2014,-2636,-2898,-2505,3446,0,21,123,3635,1513,2849,1891,0,0,0
France,2022-02-15,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,20:30,70285,114,1577,6926,44424,13962,2,9357,-65,-7171,61,-2014,-2636,-2898,-2505,3446,0,21,120,3900,1543,1856,1659,0,0,0
France,2022-02-15,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,21:00,68218,115,1519,6537,44432,14073,0,7988,-65,-7537,60,-427,-2636,-3182,-3200,1429,0,21,120,3504,1558,1467,769,0,0,0
France,2022-02-15,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,21:30,66272,111,1369,6109,44426,14056,0,7253,-9,-8203,57,-427,-2636,-3182,-3200,1429,0,18,117,3077,1566,1131,583,0,0,0
France,2022-02-15,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,22:00,64846,111,1381,5445,44328,14045,1,6394,-9,-8003,55,-1430,-2636,-3188,-3200,2557,0,18,119,2405,1586,678,431,0,0,0
France,2022-02-15,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,22:30,64685,112,1282,5935,44253,13814,1,6331,-10,-8195,56,-1430,-2636,-3188,-3200,2557,0,18,120,2882,1593,655,811,0,0,0
France,2022-02-15,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,23:00,66240,115,1292,6529,44300,13991,0,6685,-10,-7828,58,-327,-2561,-3035,-3200,1934,0,21,123,3461,1586,789,1000,0,0,0
France,2022-02-15,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-15,23:30,65497,115,1162,6148,44252,14024,1,6321,-247,-7456,56,-327,-2561,-3035,-3200,1934,0,21,122,3094,1578,704,744,0,0,0
France,2022-02-15,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-16,00:00,64926,114,941,5669,44087,13995,1,6466,-247,-7272,51,-2014,-2299,-3347,-3200,2583,0,21,124,2614,1579,812,727,0,0,0
France,2022-02-16,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-16,00:30,63201,116,757,4563,44056,13908,1,6451,-10,-7817,44,-2014,-2299,-3347,-3200,2583,0,21,124,1567,1586,862,792,0,0,0
France,2022-02-16,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-16,01:00,60811,115,575,3981,43665,13960,1,5826,-89,-8392,39,-2014,-2295,-3353,-3200,3062,0,21,124,1002,1575,694,396,0,0,0
France,2022-02-16,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
