,Date,Heures,Consommation,Fioul,Charbon,Gaz,nucleaire,Eolien,Solaire,Hydraulique,Pompage,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Autres,Gaz - TAC,Gaz - CCG,Gaz - Autres,Hydraulique - Lacs,Hydraulique - STEP turbinage, Stockage batterie,Eolien terrestre,Eolien offshore
France,2022-05-20,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,04:00,36627,86,15,4981,28299,2963,0,5907,-1946,-4973,55,1714,-296,-3232,-1116,-2566,0,3,39,3764,796,779,283,0,0,0
France,2022-05-20,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,04:30,36472,85,16,5260,28094,2905,0,5942,-1750,-5375,57,1714,-296,-3232,-1116,-3066,0,3,40,4018,820,733,303,0,0,0
France,2022-05-20,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,05:00,36589,86,16,5115,28591,2868,0,6086,-1388,-6082,55,1714,1450,-3145,-1254,-3895,0,3,40,3962,731,875,290,0,0,0
France,2022-05-20,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,05:30,37822,86,16,5147,28561,2876,0,6498,-1405,-5255,55,1714,1450,-3145,-1254,-4255,0,3,40,3925,793,998,460,0,0,0
France,2022-05-20,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,06:00,38591,87,16,4958,28655,2948,1,6553,-815,-5094,52,1714,1888,-3231,-1043,-3159,0,3,40,3816,714,1101,457,0,0,0
France,2022-05-20,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,06:30,40583,85,16,4960,28712,3016,46,7171,-417,-4290,51,1714,1888,-3231,-1043,-3444,0,3,40,3747,780,1467,449,0,0,0
France,2022-05-20,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,07:00,42807,86,16,5361,28973,3136,294,7992,-416,-3908,52,1714,2100,-2720,-431,-2916,0,3,40,4132,789,1788,802,0,0,0
France,2022-05-20,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,07:30,45324,85,16,5026,28718,3101,763,8864,-208,-2312,48,1714,2100,-2720,-431,-2614,0,3,40,3821,752,2155,1002,0,0,0
France,2022-05-20,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,08:00,47007,87,15,5026,28768,2904,1507,9389,-208,-1751,47,1714,2100,-2766,-823,-2389,0,3,40,3820,743,2428,1162,0,0,0
France,2022-05-20,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,08:30,48300,87,15,5241,28815,2899,2343,9568,-46,-1893,47,1714,2100,-2766,-824,-1221,0,3,45,3991,769,2516,1318,0,0,0
France,2022-05-20,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,09:00,49310,86,15,5072,28852,2933,3309,9003,-46,-1181,46,1714,2012,-2540,-683,-1646,0,3,45,3807,781,2244,1138,0,0,0
France,2022-05-20,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,09:30,49873,87,16,5082,28963,2890,4238,8645,-46,-1260,45,1714,2012,-2540,-683,-672,0,3,47,3815,779,1778,1379,0,0,0
France,2022-05-20,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,10:00,50427,87,15,4813,28929,2993,5059,7935,-46,-614,43,1262,1594,-2540,-273,-615,0,3,47,3555,773,1491,1028,0,0,0
France,2022-05-20,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,10:30,50883,88,15,5072,28919,3039,5811,7519,-46,-775,45,1262,1594,-2540,-276,-353,0,3,47,3777,812,1118,1244,0,0,0
France,2022-05-20,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,11:00,51239,88,15,4849,28748,3517,6291,7168,-47,-638,43,625,1715,-2540,-323,-198,0,3,46,3572,795,1018,1061,0,0,0
France,2022-05-20,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,11:30,51661,88,15,4810,28685,4051,6819,6958,-94,-893,42,625,1715,-2540,-48,122,0,3,46,3522,804,1077,864,0,0,0
France,2022-05-20,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,12:00,52540,90,15,4819,28560,5029,7167,6598,-424,-550,42,1035,1338,-2724,-519,-43,0,3,46,3537,797,908,625,0,0,0
France,2022-05-20,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,12:30,52790,88,15,4988,28520,5286,7380,6470,-425,-786,43,1035,1338,-2724,-524,143,0,4,46,3698,807,844,699,0,0,0
France,2022-05-20,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,13:00,52828,87,15,4834,28411,5866,7657,6649,-426,-1525,41,1206,852,-2724,-448,-1076,0,4,46,3538,813,911,842,0,0,0
France,2022-05-20,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,13:30,51939,89,15,4879,28468,6429,7748,6116,-375,-2703,41,1206,852,-2724,-457,-926,0,4,45,3594,808,787,636,0,0,0
France,2022-05-20,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,14:00,51372,88,15,4859,28437,6633,7957,5644,-1031,-2490,42,1487,1744,-2724,-868,-2201,0,3,45,3575,808,746,274,0,0,0
France,2022-05-20,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,14:30,50966,88,15,5030,28455,6796,7755,5705,-1028,-3122,43,1487,1744,-2724,-868,-2412,0,4,45,3688,866,783,299,0,0,0
France,2022-05-20,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,15:00,50295,87,15,4916,28374,6751,7624,5788,-1031,-3507,42,1487,2243,-3210,-2223,-1973,0,3,45,3633,808,694,301,0,0,0
France,2022-05-20,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,15:30,49530,88,15,4973,28406,7459,7438,5740,-1130,-4732,42,1487,2243,-3210,-2597,-2363,0,3,44,3670,797,699,317,0,0,0
France,2022-05-20,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,16:00,48735,89,15,4903,28294,7958,7095,5706,-1354,-5233,42,2014,1817,-3049,-2860,-3336,0,3,42,3606,785,627,293,0,0,0
France,2022-05-20,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,16:30,47983,88,15,4578,28177,8653,6788,5704,-1189,-6096,40,2014,1817,-3049,-2860,-3824,0,4,40,3281,794,607,278,0,0,0
France,2022-05-20,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,17:00,47654,88,15,4694,28326,8703,6315,5947,-926,-6792,40,2014,1110,-3109,-2874,-3882,0,3,41,3348,848,794,275,0,0,0
France,2022-05-20,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,17:30,47397,87,16,4806,28401,8720,5646,6189,-481,-7256,41,2014,1110,-3109,-2874,-3941,0,3,38,3492,820,955,187,0,0,0
France,2022-05-20,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,18:00,47653,87,16,5083,28540,8495,4838,6702,-360,-7018,43,1912,1574,-2837,-2691,-3882,0,3,38,3767,825,1004,649,0,0,0
France,2022-05-20,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,18:30,47766,87,16,4768,28353,8405,3877,7520,-82,-6442,41,1912,1574,-2837,-2680,-3882,0,3,38,3488,784,1115,1086,0,0,0
France,2022-05-20,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,19:00,48188,86,16,5122,28617,7662,2929,8778,-81,-6208,43,1912,1232,-3072,-2151,-2157,0,3,39,3805,822,1483,1862,0,0,0
France,2022-05-20,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,19:30,47530,88,16,4851,28513,7207,1940,8313,-81,-4589,43,1912,1232,-3072,-2118,-2102,0,3,38,3595,768,1456,1340,0,0,0
France,2022-05-20,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,20:00,46889,86,16,4867,28524,6517,1136,8806,-90,-4251,44,2014,-803,-3028,-1628,-1351,0,3,38,3593,795,1586,1629,0,0,0
France,2022-05-20,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,20:30,45540,86,16,4996,28671,5579,554,9031,-89,-4591,45,2014,-803,-3028,-1088,-1298,0,3,33,3816,723,1486,1893,0,0,0
France,2022-05-20,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,21:00,44586,88,16,4892,28599,4586,186,9318,-90,-4288,46,2014,-2400,-2923,-88,-262,0,3,33,3646,790,1672,1975,0,0,0
France,2022-05-20,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,21:30,44623,86,16,5203,28148,3971,20,9260,-156,-3206,49,2014,-2400,-2923,262,554,0,3,34,3969,778,1933,1740,0,0,0
France,2022-05-20,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,22:00,44832,88,16,5114,27617,3509,2,9408,-156,-2053,50,2014,-2127,-2923,679,1689,0,3,34,3884,774,1963,1901,0,0,0
France,2022-05-20,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,22:30,45504,85,16,5286,27601,3226,2,9073,-156,-908,52,2014,-2127,-2923,739,3070,0,3,35,4026,806,1890,1705,0,0,0
France,2022-05-20,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,23:00,46897,286,16,5167,27489,3073,2,8973,-90,704,54,2014,-905,-2860,670,2940,199,3,36,4010,701,1807,1549,0,0,0
France,2022-05-20,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-20,23:30,45522,288,16,4917,27395,2895,2,7888,-319,1150,54,2014,-905,-2860,670,3390,198,3,36,3697,770,1714,941,0,0,0
France,2022-05-20,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,00:00,44808,287,15,4682,27243,2799,1,7256,-350,1576,54,1714,-1981,-2617,291,3919,199,3,36,3506,737,1403,694,0,0,0
France,2022-05-21,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,00:30,43068,203,14,4438,27168,2768,0,7199,-352,331,51,1714,-1981,-2617,291,3920,113,3,36,3352,721,1299,797,0,0,0
France,2022-05-21,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,01:00,40419,86,14,2424,26457,2859,0,6906,-411,783,32,1714,-2000,-2606,-621,4864,0,3,36,1802,263,1199,683,0,0,0
France,2022-05-21,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,01:30,39962,86,14,1913,25913,2894,0,7316,-568,1087,28,1714,-2000,-2606,-621,4866,0,3,36,1290,264,1391,878,0,0,0
France,2022-05-21,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,02:00,39264,88,14,1713,25549,2856,0,6804,-514,1449,27,1714,-1309,-2617,-1980,5830,0,3,36,1124,230,1242,498,0,0,0
France,2022-05-21,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,02:30,38234,86,16,1774,25449,2750,0,6388,-1005,1472,28,1714,-1309,-2617,-1980,5830,0,3,36,1166,249,885,508,0,0,0
France,2022-05-21,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,03:00,36745,88,15,1740,25608,2538,0,6051,-2049,1444,29,1714,-2000,-2617,-2491,6011,0,3,36,1163,218,849,188,0,0,0
France,2022-05-21,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,03:30,35888,86,14,1862,25564,2298,0,5996,-1990,740,30,1714,-2000,-2617,-2491,6011,0,3,36,1288,215,711,189,0,0,0
France,2022-05-21,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,04:00,35215,86,14,1864,25309,2008,0,6126,-2289,789,31,1714,-2000,-2612,-2379,5615,0,3,36,1288,215,1009,186,0,0,0
France,2022-05-21,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,04:30,34666,89,14,1901,25383,1785,0,6063,-2433,549,32,1714,-2000,-2612,-2379,5615,0,3,36,1290,233,976,187,0,0,0
France,2022-05-21,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,05:00,34316,86,14,1912,25694,1719,0,5634,-2435,381,32,1714,-2000,-2612,-2157,5425,0,3,36,1289,240,636,185,0,0,0
France,2022-05-21,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,05:30,34742,88,14,1846,26295,1605,0,5581,-2301,304,31,1714,-2000,-2612,-2157,5425,0,3,37,1220,224,570,183,0,0,0
France,2022-05-21,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,06:00,34650,86,14,1753,26402,1574,3,5534,-2268,249,30,1714,-1867,-2617,-2197,5311,0,3,37,1090,266,604,180,0,0,0
France,2022-05-21,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,06:30,34850,86,14,1442,27036,1663,63,5907,-2249,-423,26,1714,-1867,-2617,-2197,5311,0,3,37,846,213,839,181,0,0,0
France,2022-05-21,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,07:00,35503,89,14,1474,27085,1616,338,5987,-1995,-409,26,1714,-1800,-2775,-1503,5652,0,3,37,834,253,957,176,0,0,0
France,2022-05-21,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,07:30,36719,86,14,1490,27104,1568,836,6055,-1990,250,26,1714,-1800,-2775,-1503,5652,0,3,37,843,231,1006,173,0,0,0
France,2022-05-21,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,08:00,37649,88,15,1491,27086,1323,1633,6029,-1986,648,25,1714,-1800,-2844,-1766,5613,0,3,37,849,225,1075,173,0,0,0
France,2022-05-21,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,08:30,39273,87,15,1714,27372,932,2714,6139,-1935,905,27,1714,-1800,-2844,-1767,5613,0,3,37,1069,224,1075,361,0,0,0
France,2022-05-21,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,09:00,40532,86,14,1734,27268,738,3939,5951,-1142,622,26,1714,-1296,-2844,-1252,3808,0,3,35,1059,256,1049,371,0,0,0
France,2022-05-21,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,09:30,41873,89,14,1870,27415,647,5112,6236,-1124,293,26,1714,-1296,-2844,-1253,3808,0,3,38,1206,239,1140,518,0,0,0
France,2022-05-21,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,10:00,42675,85,14,1810,27281,613,6214,6047,-976,265,25,1708,-954,-2844,-703,3501,0,3,38,1144,236,1047,505,0,0,0
France,2022-05-21,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,10:30,43293,87,14,1615,26926,627,7101,6085,-999,522,23,1708,-954,-2844,-704,3501,0,3,38,944,244,854,699,0,0,0
France,2022-05-21,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,11:00,43606,86,14,1619,26785,625,7863,6015,-1211,496,23,1484,-742,-2703,-849,3423,0,3,37,938,255,852,695,0,0,0
France,2022-05-21,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,11:30,44176,85,14,1774,26933,635,8590,5973,-1701,558,24,1484,-742,-2703,-850,3423,0,3,37,1076,273,872,630,0,0,0
France,2022-05-21,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,12:00,45044,88,15,1775,26978,659,9061,5958,-1739,927,24,1714,-217,-2813,-1239,4359,0,3,37,1078,271,871,597,0,0,0
France,2022-05-21,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,12:30,46296,85,14,1780,26847,646,9391,5948,-1656,1918,24,1714,-217,-2813,-1240,4359,0,4,37,1062,295,900,581,0,0,0
France,2022-05-21,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,13:00,46813,87,15,1794,26903,629,9582,6051,-1242,1682,23,1714,-828,-2030,-1624,3181,0,4,37,1073,299,867,716,0,0,0
France,2022-05-21,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,13:30,45437,87,15,1862,26662,604,9651,5986,-1079,339,24,1714,-828,-2030,-1624,3181,0,4,37,1128,312,855,772,0,0,0
France,2022-05-21,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,14:00,44501,86,15,1804,26275,556,9705,5745,-1507,505,24,1714,-1439,-1719,-1650,3525,0,4,37,1092,299,848,548,0,0,0
France,2022-05-21,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,14:30,43872,89,15,1823,26548,527,9648,5271,-1636,271,24,1714,-1439,-1719,-1650,3525,0,3,33,1154,266,672,281,0,0,0
France,2022-05-21,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,15:00,43125,87,15,1671,26463,481,9428,5201,-1617,88,23,1714,-1200,-2844,-1670,3524,0,4,32,993,281,656,247,0,0,0
France,2022-05-21,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,15:30,42512,87,15,1723,26757,432,9035,5309,-1848,-324,24,1714,-1200,-2844,-1670,3524,0,4,32,1090,241,713,274,0,0,0
France,2022-05-21,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,16:00,41902,88,15,1882,26833,427,8620,5460,-2137,-597,26,1714,-1200,-2844,-1983,3937,0,3,32,1198,292,695,299,0,0,0
France,2022-05-21,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,16:30,41451,86,15,1808,26632,462,7987,5745,-2023,-585,25,1714,-1200,-2844,-1983,3937,0,3,29,1127,295,928,286,0,0,0
France,2022-05-21,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,17:00,41407,88,15,2098,26871,470,7166,6047,-2123,-545,28,1714,-1500,-2813,-1797,4522,0,3,29,1397,317,996,321,0,0,0
France,2022-05-21,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,17:30,41404,86,15,2320,26903,475,6185,6063,-1880,-84,30,1714,-1500,-2813,-1797,4464,0,3,31,1642,294,931,325,0,0,0
France,2022-05-21,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,18:00,41910,87,15,2593,26911,486,5014,6337,-1133,287,33,1415,-609,-2619,-492,2943,0,3,31,1796,404,972,553,0,0,0
France,2022-05-21,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,18:30,42425,88,15,2808,26999,489,3900,6873,-522,467,34,1415,-609,-2619,-482,1835,0,3,31,1996,417,1271,633,0,0,0
France,2022-05-21,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,19:00,42920,87,15,3539,27321,528,2759,7962,-90,-511,40,1230,-879,-2749,800,838,0,3,31,2566,578,1702,1226,0,0,0
France,2022-05-21,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,19:30,43010,89,15,4274,27594,602,1799,8256,-90,-847,46,1230,-879,-2749,800,362,0,3,31,3193,681,1666,1357,0,0,0
France,2022-05-21,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,20:00,42478,87,15,4389,27775,749,1026,8290,-90,-1071,47,905,-1500,-2844,680,942,0,3,31,3313,675,1844,1191,0,0,0
France,2022-05-21,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,20:30,41489,89,16,4429,27795,928,507,8561,-90,-2062,48,905,-1500,-2844,680,475,0,3,32,3247,787,2054,1148,0,0,0
France,2022-05-21,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,21:00,40849,87,15,4319,27986,1228,156,8354,-91,-2532,47,1411,-2400,-2844,534,1254,0,3,32,3228,696,2019,1085,0,0,0
France,2022-05-21,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,21:30,41094,86,15,4333,27979,1569,11,8325,-90,-2456,47,1411,-2400,-2844,534,1354,0,3,32,3168,773,1933,1121,0,0,0
France,2022-05-21,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,22:00,41381,89,15,4252,27969,1905,2,8450,-90,-2525,46,1512,-2400,-2690,653,804,0,3,32,3101,759,1901,1078,0,0,0
France,2022-05-21,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,22:30,42314,86,15,4279,27931,2131,2,8860,-90,-2215,46,1512,-2400,-2690,800,1910,0,3,32,3123,765,1972,1433,0,0,0
France,2022-05-21,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,23:00,43979,89,16,4278,27971,2423,1,9128,-90,-1157,45,1714,-2360,-2510,-108,2911,0,3,32,3155,730,2088,1554,0,0,0
France,2022-05-21,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-21,23:30,43432,86,16,4186,27893,2632,0,8237,-90,-840,45,1714,-2360,-2510,-8,3451,0,3,33,3044,749,1791,1289,0,0,0
France,2022-05-21,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,00:00,42922,86,16,4127,27858,2612,0,8067,-90,-1074,45,1532,-2250,-2855,-646,1372,0,3,33,2987,747,1715,1140,0,0,0
France,2022-05-22,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,00:30,40958,87,15,4061,27975,2740,0,8045,-122,-3162,45,1532,-2250,-2855,-646,1386,0,3,33,2935,750,1489,1586,0,0,0
France,2022-05-22,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,01:00,38796,87,15,3132,27628,2709,0,7535,-130,-3497,37,1714,-2250,-2854,-1002,772,0,3,33,2312,445,1331,1225,0,0,0
France,2022-05-22,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,01:30,38247,86,15,2830,27778,2743,0,7817,-132,-4215,34,1714,-2250,-2854,-1002,898,0,3,33,2108,346,1365,1540,0,0,0
France,2022-05-22,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,02:00,37605,87,16,2275,27803,2684,0,7393,-134,-3834,29,1714,-1878,-2855,-1090,-329,0,3,33,1646,252,1323,1187,0,0,0
France,2022-05-22,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,02:30,36706,85,16,2161,27851,2867,0,7211,-145,-4654,29,1714,-1878,-2855,-1090,-329,0,3,33,1508,276,1366,896,0,0,0
France,2022-05-22,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,03:00,35244,84,16,1999,27532,3003,0,6958,-573,-5085,28,1714,-1922,-3099,-1178,-1335,0,3,34,1359,261,1246,875,0,0,0
France,2022-05-22,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,03:30,34277,84,15,2049,27579,3017,0,6792,-475,-6106,28,1714,-1922,-3099,-1178,-1385,0,3,34,1443,227,1217,766,0,0,0
France,2022-05-22,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,04:00,33330,84,16,1963,27527,2985,0,6582,-1097,-6049,28,1714,-1900,-3140,-1321,-1195,0,3,34,1338,246,1103,653,0,0,0
France,2022-05-22,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,04:30,32749,84,15,1883,27089,2793,0,6542,-1348,-5627,28,1714,-1900,-3140,-1321,-1460,0,3,34,1245,259,1082,540,0,0,0
France,2022-05-22,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,05:00,32597,83,15,1761,27685,2659,0,6304,-1378,-5844,27,1714,-1900,-3143,-1556,-1430,0,3,34,1115,267,1027,349,0,0,0
France,2022-05-22,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,05:30,32525,84,15,2033,27835,2417,0,6339,-1537,-5973,29,1714,-1900,-3143,-1556,-1280,0,3,34,1412,242,1057,367,0,0,0
France,2022-05-22,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,06:00,32152,83,15,1931,27739,2129,3,6336,-1554,-5847,29,1714,-1817,-3135,-1534,-391,0,3,34,1294,261,1024,388,0,0,0
France,2022-05-22,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,06:30,31963,84,15,1916,27802,1892,50,5878,-1725,-5273,29,1714,-1817,-3135,-1534,-191,0,3,34,1330,228,903,168,0,0,0
France,2022-05-22,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,07:00,32340,84,15,1928,27700,1703,294,5858,-1719,-4841,29,1714,-1700,-3172,-1556,605,0,3,34,1355,215,914,169,0,0,0
France,2022-05-22,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,07:30,32848,83,15,1848,27538,1919,715,5750,-1821,-4510,28,1714,-1700,-3172,-1556,1116,0,3,34,1277,197,878,168,0,0,0
France,2022-05-22,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,08:00,33906,84,16,1734,27426,1999,1268,5670,-2022,-3586,27,1714,-1517,-3313,-1443,1976,0,3,35,1128,228,844,168,0,0,0
France,2022-05-22,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,08:30,35051,83,16,1543,27323,1992,1946,5514,-2030,-2651,26,1714,-1517,-3313,-1443,2869,0,3,35,902,258,785,166,0,0,0
France,2022-05-22,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,09:00,36406,84,16,1531,27412,1563,2771,5479,-2026,-1742,25,1708,-1250,-2909,-1417,2829,0,3,35,888,259,782,166,0,0,0
France,2022-05-22,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,09:30,37805,85,16,1626,27526,1175,3701,5231,-2025,-857,26,1708,-1250,-2909,-1417,3778,0,3,35,972,265,666,151,0,0,0
France,2022-05-22,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,10:00,38876,84,16,1556,27312,1004,4618,5132,-2026,-145,25,1714,-1200,-2890,-1130,4003,0,3,34,891,272,570,159,0,0,0
France,2022-05-22,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,10:30,39826,85,16,1575,27264,913,5596,5090,-1927,-114,25,1714,-1200,-2890,-1131,4511,0,3,34,900,278,582,159,0,0,0
France,2022-05-22,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,11:00,40717,84,16,1479,27100,763,6283,5084,-1957,539,24,1646,-1200,-2909,-860,4635,0,3,34,803,282,554,162,0,0,0
France,2022-05-22,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,11:30,41522,84,16,1543,27090,1031,6985,4853,-2181,789,24,1646,-1200,-2909,-861,4635,0,3,34,866,284,455,159,0,0,0
France,2022-05-22,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-05-22,12:00,42613,84,17,1453,26939,1435,7576,4831,-2184,1148,22,1671,-1500,-1859,-609,4580,0,3,34,811,249,461,155,0,0,0
France,2022-05-22,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
